shipment_id,ship_date,delivery_date,carrier,mode,origin_city,origin_state,destination_city,destination_state,distance_miles,promised_days,actual_days,delayed_flag,shipping_cost,customer_segment
SHP001275,2025-06-15,2025-06-20,AIT Logistics Partner,Intermodal,AZCity2,AZ,OHCity1,OH,2523,5,5,0,4004.46,Retail
SHP001276,2025-11-23,2025-11-27,AIT Logistics Partner,Intermodal,GACity2,GA,PACity3,PA,1842,4,4,0,3694.46,Industrial
SHP001277,2025-08-19,2025-08-26,AIT Logistics Partner,FTL,TXCity1,TX,FLCity3,FL,2543,7,7,0,2762.32,Healthcare
SHP001278,2025-08-06,2025-08-09,XPO,Intermodal,CACity1,CA,PACity3,PA,1873,3,3,0,3679.1,Consumer
SHP001279,2025-05-31,2025-06-01,DHL Supply Chain,LTL,FLCity1,FL,FLCity3,FL,1349,1,1,0,1264.43,Healthcare
SHP001280,2025-12-11,2025-12-16,FedEx Freight,FTL,FLCity1,FL,CACity1,CA,1139,5,5,0,1296.69,Retail
SHP001281,2025-10-02,2025-10-05,FedEx Freight,LTL,OHCity3,OH,CACity3,CA,1032,3,3,0,2033.06,Consumer
SHP001282,2025-09-12,2025-09-20,FedEx Freight,LTL,AZCity3,AZ,FLCity3,FL,1972,7,8,1,1985.91,Manufacturing
SHP001283,2025-09-29,2025-10-02,FedEx Freight,Air,GACity3,GA,OHCity3,OH,1316,3,3,0,1591.26,Consumer
SHP001284,2025-01-17,2025-01-20,AIT Logistics Partner,Intermodal,ILCity1,IL,CACity3,CA,907,3,3,0,1058.46,Retail
SHP001285,2025-03-12,2025-03-16,Old Dominion,LTL,TXCity2,TX,TXCity1,TX,1504,4,4,0,3118.21,Manufacturing
SHP001286,2025-07-19,2025-07-25,AIT Logistics Partner,FTL,TXCity2,TX,PACity1,PA,262,6,6,0,522.75,Healthcare
SHP001287,2025-10-14,2025-10-24,AIT Logistics Partner,Air,OHCity2,OH,GACity1,GA,1546,7,10,1,2517.01,Consumer
SHP001288,2025-01-08,2025-01-10,AIT Logistics Partner,LTL,CACity3,CA,TXCity3,TX,2174,2,2,0,2331.69,Manufacturing
SHP001289,2025-04-25,2025-05-02,Old Dominion,FTL,NJCity2,NJ,PACity1,PA,130,6,7,1,226.81,Industrial
SHP001290,2025-08-06,2025-08-10,UPS Supply Chain,Intermodal,NCCity1,NC,NCCity2,NC,1907,1,4,1,3466.25,Consumer
SHP001291,2025-05-22,2025-05-25,XPO,FTL,TXCity1,TX,OHCity1,OH,1175,2,3,1,1852.75,Consumer
SHP001292,2025-06-19,2025-06-23,XPO,Ground,OHCity3,OH,TXCity2,TX,1822,4,4,0,3638.45,Consumer
SHP001293,2025-10-18,2025-10-23,Old Dominion,Ground,GACity3,GA,OHCity3,OH,2212,5,5,0,2975.65,Healthcare
SHP001294,2025-12-28,2026-01-05,FedEx Freight,LTL,ILCity3,IL,PACity2,PA,1513,6,8,1,1466.51,Industrial
SHP001295,2025-11-17,2025-11-19,DHL Supply Chain,Intermodal,NJCity3,NJ,NJCity3,NJ,580,2,2,0,953.84,Consumer
SHP001296,2025-12-05,2025-12-09,AIT Logistics Partner,Air,AZCity3,AZ,TXCity2,TX,896,4,4,0,1796.29,Retail
SHP001297,2025-09-15,2025-09-22,AIT Logistics Partner,Intermodal,PACity3,PA,ILCity3,IL,117,4,7,1,162.58,Retail
SHP001298,2025-11-01,2025-11-05,Old Dominion,FTL,CACity1,CA,AZCity2,AZ,1030,4,4,0,1128.53,Industrial
SHP001299,2025-07-07,2025-07-11,AIT Logistics Partner,Intermodal,FLCity1,FL,GACity1,GA,1858,4,4,0,3844.86,Consumer
SHP001300,2025-02-18,2025-02-22,Old Dominion,LTL,TXCity1,TX,NJCity3,NJ,1179,4,4,0,1618.25,Manufacturing
SHP001301,2025-05-02,2025-05-06,AIT Logistics Partner,FTL,PACity1,PA,GACity2,GA,2578,4,4,0,4455.5,Healthcare
SHP001302,2025-12-16,2025-12-17,AIT Logistics Partner,Ground,NJCity1,NJ,GACity3,GA,1305,2,1,0,1120.94,Consumer
SHP001303,2025-12-22,2025-12-29,UPS Supply Chain,Air,ILCity2,IL,FLCity3,FL,2038,7,7,0,3599.27,Retail
SHP001304,2025-04-15,2025-04-18,XPO,LTL,ILCity3,IL,ILCity1,IL,2323,2,3,1,4789.75,Retail
SHP001305,2025-03-01,2025-03-09,UPS Supply Chain,LTL,OHCity3,OH,CACity2,CA,1958,7,8,1,2010.98,Industrial
SHP001306,2025-11-20,2025-11-24,XPO,Ground,AZCity1,AZ,OHCity1,OH,1351,3,4,1,1676.48,Industrial
SHP001307,2025-01-17,2025-01-23,UPS Supply Chain,Air,NJCity1,NJ,CACity2,CA,912,6,6,0,1109.4,Retail
SHP001308,2025-03-15,2025-03-21,XPO,Air,GACity2,GA,CACity3,CA,1069,6,6,0,2023.67,Retail
SHP001309,2025-03-05,2025-03-10,UPS Supply Chain,FTL,PACity2,PA,FLCity1,FL,755,5,5,0,1223.9,Healthcare
SHP001310,2025-10-02,2025-10-10,DHL Supply Chain,LTL,FLCity2,FL,PACity2,PA,2271,7,8,1,3201.41,Healthcare
SHP001311,2025-07-07,2025-07-13,Old Dominion,Intermodal,AZCity3,AZ,CACity1,CA,437,3,6,1,766.57,Industrial
SHP001312,2025-06-18,2025-06-24,DHL Supply Chain,FTL,OHCity1,OH,CACity1,CA,1890,5,6,1,2279.62,Manufacturing
SHP001313,2025-04-20,2025-04-23,UPS Supply Chain,Air,PACity3,PA,FLCity3,FL,92,3,3,0,181.05,Healthcare
SHP001314,2025-06-21,2025-06-24,XPO,LTL,OHCity3,OH,TXCity2,TX,1175,3,3,0,1028.93,Retail
SHP001315,2025-10-25,2025-10-31,FedEx Freight,FTL,AZCity1,AZ,OHCity3,OH,343,4,6,1,281.98,Manufacturing
SHP001316,2025-08-25,2025-08-28,XPO,Ground,GACity3,GA,GACity3,GA,812,1,3,1,1258.57,Healthcare
SHP001317,2025-07-24,2025-07-30,AIT Logistics Partner,Ground,FLCity2,FL,PACity1,PA,670,6,6,0,1235.26,Retail
SHP001318,2025-06-08,2025-06-13,DHL Supply Chain,FTL,FLCity3,FL,TXCity2,TX,1848,5,5,0,1939.51,Manufacturing
SHP001319,2025-03-27,2025-04-04,FedEx Freight,Air,TXCity3,TX,AZCity1,AZ,2152,5,8,1,4345.17,Consumer
SHP001320,2025-09-01,2025-09-06,DHL Supply Chain,Intermodal,CACity1,CA,ILCity1,IL,523,5,5,0,920.44,Industrial
SHP001321,2025-03-22,2025-03-29,Old Dominion,Ground,ILCity2,IL,ILCity3,IL,683,4,7,1,558.13,Consumer
SHP001322,2025-09-12,2025-09-19,Old Dominion,LTL,NCCity3,NC,GACity1,GA,1973,6,7,1,2221.02,Healthcare
SHP001323,2025-06-21,2025-06-25,UPS Supply Chain,Ground,OHCity1,OH,PACity3,PA,560,4,4,0,973.58,Retail
SHP001324,2025-02-15,2025-02-18,AIT Logistics Partner,Intermodal,PACity3,PA,CACity2,CA,976,2,3,1,1214.44,Healthcare
SHP001325,2025-09-05,2025-09-08,DHL Supply Chain,Air,GACity3,GA,ILCity3,IL,1886,3,3,0,3411.61,Consumer
SHP001326,2025-07-01,2025-07-07,UPS Supply Chain,Air,FLCity2,FL,NCCity1,NC,2328,4,6,1,4323.99,Manufacturing
SHP001327,2025-09-21,2025-09-25,UPS Supply Chain,Intermodal,AZCity2,AZ,NCCity2,NC,1008,2,4,1,1293.07,Manufacturing
SHP001328,2025-12-31,2026-01-05,XPO,Intermodal,FLCity3,FL,ILCity3,IL,168,4,5,1,326.98,Industrial
SHP001329,2025-10-12,2025-10-17,XPO,LTL,CACity3,CA,TXCity2,TX,1994,5,5,0,3556.21,Industrial
SHP001330,2025-04-28,2025-05-03,AIT Logistics Partner,Air,TXCity3,TX,NCCity1,NC,1857,4,5,1,3044.02,Retail
SHP001331,2025-04-18,2025-04-24,XPO,LTL,FLCity2,FL,TXCity2,TX,2249,6,6,0,2238.56,Healthcare
SHP001332,2025-10-03,2025-10-11,DHL Supply Chain,Ground,GACity1,GA,CACity3,CA,1096,6,8,1,2190.65,Healthcare
SHP001333,2025-05-12,2025-05-20,Old Dominion,FTL,ILCity3,IL,PACity2,PA,1995,7,8,1,2099.93,Healthcare
SHP001334,2025-12-13,2025-12-20,Old Dominion,FTL,TXCity2,TX,FLCity3,FL,214,5,7,1,281.75,Manufacturing
SHP001335,2025-09-23,2025-09-29,DHL Supply Chain,Intermodal,TXCity1,TX,NJCity2,NJ,167,4,6,1,296.52,Retail
SHP001336,2025-06-06,2025-06-13,XPO,FTL,PACity1,PA,OHCity3,OH,1623,4,7,1,2528.4,Manufacturing
SHP001337,2025-02-25,2025-03-06,XPO,LTL,OHCity2,OH,CACity3,CA,1085,6,9,1,1017.93,Consumer
SHP001338,2025-02-26,2025-02-27,FedEx Freight,Intermodal,TXCity1,TX,TXCity2,TX,1032,1,1,0,1893.6,Manufacturing
SHP001339,2025-09-08,2025-09-10,FedEx Freight,FTL,GACity2,GA,NCCity2,NC,2209,2,2,0,3821.4,Consumer
SHP001340,2025-06-12,2025-06-17,DHL Supply Chain,FTL,FLCity1,FL,PACity3,PA,349,6,5,0,384.93,Industrial
SHP001341,2025-06-27,2025-07-05,FedEx Freight,Air,GACity1,GA,AZCity3,AZ,741,7,8,1,1293.6,Consumer
SHP001342,2025-02-07,2025-02-09,AIT Logistics Partner,Ground,GACity3,GA,GACity3,GA,297,2,2,0,291.79,Retail
SHP001343,2025-11-17,2025-11-18,FedEx Freight,Ground,ILCity2,IL,TXCity1,TX,2466,2,1,0,4315.76,Retail
SHP001344,2025-01-27,2025-01-31,FedEx Freight,Ground,TXCity3,TX,AZCity2,AZ,794,4,4,0,1476.91,Manufacturing
SHP001345,2025-04-11,2025-04-19,FedEx Freight,FTL,TXCity3,TX,ILCity1,IL,1927,7,8,1,1899.23,Industrial
SHP001346,2025-07-24,2025-07-27,XPO,Air,NCCity1,NC,AZCity2,AZ,2317,2,3,1,4410.32,Consumer
SHP001347,2025-07-14,2025-07-17,UPS Supply Chain,Air,NCCity3,NC,OHCity1,OH,1955,3,3,0,2718.82,Retail
SHP001348,2025-10-16,2025-10-18,FedEx Freight,Ground,ILCity1,IL,ILCity3,IL,2501,1,2,1,4365.92,Manufacturing
SHP001349,2025-09-15,2025-09-21,XPO,Air,ILCity1,IL,AZCity3,AZ,2420,6,6,0,3795.58,Retail
SHP001350,2025-02-23,2025-03-03,DHL Supply Chain,Air,AZCity1,AZ,TXCity1,TX,2448,6,8,1,4609.01,Consumer
SHP001351,2025-10-21,2025-10-30,FedEx Freight,Air,AZCity2,AZ,OHCity1,OH,1600,6,9,1,2827.44,Manufacturing
SHP001352,2025-04-07,2025-04-16,UPS Supply Chain,Intermodal,GACity3,GA,OHCity2,OH,1890,7,9,1,1902.71,Retail
SHP001353,2025-10-07,2025-10-11,Old Dominion,Ground,FLCity2,FL,FLCity3,FL,922,1,4,1,1509.47,Manufacturing
SHP001354,2025-08-02,2025-08-08,AIT Logistics Partner,FTL,NCCity3,NC,GACity3,GA,1315,7,6,0,1360.42,Industrial
SHP001355,2025-02-01,2025-02-07,XPO,LTL,FLCity3,FL,AZCity2,AZ,238,6,6,0,417.44,Healthcare
SHP001356,2025-05-08,2025-05-16,XPO,Air,OHCity1,OH,NCCity3,NC,1784,5,8,1,3090.75,Manufacturing
SHP001357,2025-07-05,2025-07-13,UPS Supply Chain,Air,NJCity2,NJ,FLCity1,FL,2071,6,8,1,2626.49,Retail
SHP001358,2025-09-06,2025-09-12,FedEx Freight,Air,OHCity3,OH,OHCity2,OH,1663,3,6,1,1768.11,Consumer
SHP001359,2025-01-11,2025-01-18,FedEx Freight,LTL,FLCity2,FL,TXCity2,TX,1837,7,7,0,3018.45,Healthcare
SHP001360,2025-11-02,2025-11-07,UPS Supply Chain,FTL,PACity3,PA,GACity1,GA,545,3,5,1,994.9,Healthcare
SHP001361,2025-06-06,2025-06-16,XPO,FTL,ILCity1,IL,OHCity1,OH,623,7,10,1,671.37,Healthcare
SHP001362,2025-12-02,2025-12-09,UPS Supply Chain,FTL,OHCity2,OH,GACity2,GA,2562,6,7,1,5200.54,Healthcare
SHP001363,2025-12-16,2025-12-23,AIT Logistics Partner,Ground,GACity3,GA,TXCity3,TX,1181,6,7,1,1827.47,Consumer
SHP001364,2025-01-13,2025-01-20,DHL Supply Chain,Ground,GACity2,GA,AZCity2,AZ,2598,4,7,1,3913.64,Manufacturing
SHP001365,2025-11-11,2025-11-17,FedEx Freight,Ground,AZCity2,AZ,GACity2,GA,292,5,6,1,292.85,Manufacturing
SHP001366,2025-04-12,2025-04-16,FedEx Freight,LTL,PACity1,PA,ILCity1,IL,1925,3,4,1,3040.01,Consumer
SHP001367,2025-03-23,2025-03-30,DHL Supply Chain,Air,TXCity1,TX,NJCity1,NJ,555,7,7,0,1156.04,Retail
SHP001368,2025-01-14,2025-01-21,UPS Supply Chain,LTL,CACity3,CA,FLCity1,FL,1313,7,7,0,2586.61,Consumer
SHP001369,2025-01-25,2025-02-01,UPS Supply Chain,Intermodal,FLCity3,FL,CACity1,CA,1361,7,7,0,2761.98,Healthcare
SHP001370,2025-12-10,2025-12-17,AIT Logistics Partner,Air,GACity2,GA,CACity3,CA,2353,5,7,1,1921.33,Industrial
SHP001371,2025-11-12,2025-11-14,Old Dominion,Ground,TXCity3,TX,NCCity1,NC,1134,2,2,0,1619.39,Retail
SHP001372,2025-10-25,2025-10-30,XPO,Intermodal,NJCity3,NJ,TXCity1,TX,1265,3,5,1,2154.78,Industrial
SHP001373,2025-10-05,2025-10-07,XPO,FTL,AZCity1,AZ,NCCity2,NC,114,2,2,0,156.72,Retail
SHP001374,2025-12-20,2025-12-26,Old Dominion,LTL,TXCity3,TX,AZCity2,AZ,1808,4,6,1,3013.39,Healthcare
SHP001375,2025-12-01,2025-12-10,UPS Supply Chain,LTL,GACity3,GA,PACity1,PA,274,6,9,1,422.74,Consumer
SHP001376,2025-06-01,2025-06-03,DHL Supply Chain,Air,AZCity1,AZ,FLCity3,FL,2524,2,2,0,2733.63,Manufacturing
SHP001377,2025-05-01,2025-05-04,DHL Supply Chain,LTL,FLCity1,FL,NCCity2,NC,1675,3,3,0,1894.68,Healthcare
SHP001378,2025-11-17,2025-11-21,UPS Supply Chain,LTL,NJCity1,NJ,TXCity2,TX,2028,3,4,1,2424.2,Retail
SHP001379,2025-03-13,2025-03-15,XPO,Ground,AZCity2,AZ,GACity2,GA,1936,2,2,0,1887.69,Manufacturing
SHP001380,2025-12-03,2025-12-06,UPS Supply Chain,Ground,PACity1,PA,TXCity1,TX,203,2,3,1,290.86,Consumer
SHP001381,2025-05-30,2025-06-02,Old Dominion,FTL,OHCity3,OH,GACity2,GA,822,2,3,1,1511.85,Retail
SHP001382,2025-07-25,2025-07-31,UPS Supply Chain,LTL,FLCity3,FL,GACity3,GA,2263,6,6,0,3481.21,Manufacturing
SHP001383,2025-06-04,2025-06-07,DHL Supply Chain,Ground,TXCity3,TX,FLCity1,FL,1840,2,3,1,3241.08,Retail
SHP001384,2025-05-02,2025-05-07,AIT Logistics Partner,FTL,AZCity3,AZ,NJCity2,NJ,179,6,5,0,241.02,Manufacturing
SHP001385,2025-01-17,2025-01-22,UPS Supply Chain,Air,CACity1,CA,CACity1,CA,2323,4,5,1,3470.94,Consumer
SHP001386,2025-12-16,2025-12-19,XPO,Ground,OHCity3,OH,OHCity3,OH,1755,2,3,1,2027.18,Healthcare
SHP001387,2025-11-09,2025-11-13,AIT Logistics Partner,FTL,PACity2,PA,NCCity3,NC,545,4,4,0,775.8,Consumer
SHP001388,2025-07-31,2025-08-06,Old Dominion,Ground,ILCity1,IL,FLCity1,FL,890,6,6,0,1506.85,Industrial
SHP001389,2025-10-01,2025-10-06,FedEx Freight,Ground,OHCity2,OH,NCCity1,NC,2194,4,5,1,2011.56,Manufacturing
SHP001390,2025-05-27,2025-06-05,XPO,Intermodal,GACity2,GA,PACity1,PA,498,6,9,1,818.12,Industrial
SHP001391,2025-06-07,2025-06-11,UPS Supply Chain,Intermodal,NJCity2,NJ,AZCity2,AZ,2538,4,4,0,3658.58,Retail
SHP001392,2025-09-28,2025-10-03,AIT Logistics Partner,Ground,OHCity1,OH,GACity2,GA,141,4,5,1,132.46,Healthcare
SHP001393,2025-12-27,2026-01-03,XPO,Air,GACity2,GA,TXCity2,TX,2067,4,7,1,3505.4,Retail
SHP001394,2025-06-14,2025-06-18,Old Dominion,Intermodal,CACity3,CA,OHCity2,OH,2537,3,4,1,2820.42,Retail
SHP001395,2025-10-02,2025-10-05,XPO,Ground,CACity2,CA,GACity1,GA,2594,3,3,0,5282.09,Consumer
SHP001396,2025-09-21,2025-09-26,Old Dominion,Ground,GACity2,GA,OHCity1,OH,2225,4,5,1,3076.23,Consumer
SHP001397,2025-03-20,2025-03-22,FedEx Freight,Air,NJCity1,NJ,NJCity3,NJ,732,2,2,0,1147.51,Consumer
SHP001398,2025-08-03,2025-08-05,Old Dominion,Air,PACity3,PA,FLCity3,FL,794,2,2,0,1619.14,Healthcare
SHP001399,2025-11-02,2025-11-08,UPS Supply Chain,Intermodal,GACity3,GA,FLCity1,FL,1896,4,6,1,1876.13,Healthcare
SHP001400,2025-04-10,2025-04-17,UPS Supply Chain,LTL,CACity1,CA,ILCity1,IL,2326,6,7,1,2100.19,Manufacturing
SHP001401,2025-11-02,2025-11-06,UPS Supply Chain,LTL,NCCity1,NC,NCCity2,NC,1544,4,4,0,1962.02,Manufacturing
SHP001402,2025-04-07,2025-04-15,UPS Supply Chain,Ground,OHCity3,OH,NJCity2,NJ,1183,6,8,1,1538.98,Healthcare
SHP001403,2025-06-23,2025-06-29,Old Dominion,Ground,TXCity2,TX,TXCity3,TX,444,3,6,1,358.26,Consumer
SHP001404,2025-12-30,2026-01-04,AIT Logistics Partner,Intermodal,AZCity1,AZ,NCCity3,NC,1144,4,5,1,1044.35,Industrial
SHP001405,2025-12-23,2025-12-31,DHL Supply Chain,Air,OHCity2,OH,AZCity2,AZ,188,6,8,1,258.15,Consumer
SHP001406,2025-11-04,2025-11-10,Old Dominion,Air,ILCity1,IL,OHCity2,OH,215,6,6,0,442.41,Retail
SHP001407,2025-04-22,2025-04-27,AIT Logistics Partner,Ground,FLCity1,FL,GACity3,GA,2392,4,5,1,2072.76,Industrial
SHP001408,2025-06-20,2025-06-27,DHL Supply Chain,Air,TXCity3,TX,PACity1,PA,1468,7,7,0,2008.15,Industrial
SHP001409,2025-03-30,2025-04-02,FedEx Freight,Ground,NCCity1,NC,AZCity3,AZ,2516,3,3,0,5077.14,Manufacturing
SHP001410,2025-01-16,2025-01-20,Old Dominion,Intermodal,AZCity2,AZ,FLCity2,FL,159,4,4,0,140.69,Manufacturing
SHP001411,2025-08-30,2025-09-04,DHL Supply Chain,Intermodal,NCCity2,NC,ILCity1,IL,1386,4,5,1,1360.66,Manufacturing
SHP001412,2025-10-02,2025-10-06,FedEx Freight,Air,FLCity1,FL,FLCity2,FL,329,4,4,0,512.36,Consumer
SHP001413,2025-12-10,2025-12-13,XPO,Air,FLCity1,FL,ILCity3,IL,263,4,3,0,236.32,Retail
SHP001414,2025-06-14,2025-06-18,AIT Logistics Partner,FTL,FLCity1,FL,GACity2,GA,1026,5,4,0,2080.75,Healthcare
SHP001415,2025-11-02,2025-11-07,AIT Logistics Partner,LTL,FLCity2,FL,ILCity1,IL,419,5,5,0,385.32,Healthcare
SHP001416,2025-09-10,2025-09-19,DHL Supply Chain,Intermodal,NCCity2,NC,NJCity2,NJ,2249,6,9,1,2338.84,Manufacturing
SHP001417,2025-04-02,2025-04-06,FedEx Freight,Ground,NJCity2,NJ,NCCity2,NC,679,4,4,0,616.76,Healthcare
SHP001418,2025-01-24,2025-01-30,Old Dominion,Air,FLCity3,FL,CACity3,CA,1565,3,6,1,1855.72,Healthcare
SHP001419,2025-08-29,2025-09-02,Old Dominion,FTL,GACity3,GA,GACity3,GA,357,4,4,0,544.41,Industrial
SHP001420,2025-12-07,2025-12-10,UPS Supply Chain,LTL,AZCity2,AZ,CACity2,CA,332,2,3,1,688.55,Consumer
SHP001421,2025-10-31,2025-11-03,XPO,LTL,NCCity3,NC,GACity1,GA,1688,4,3,0,2337.92,Consumer
SHP001422,2025-04-28,2025-04-29,AIT Logistics Partner,Intermodal,ILCity1,IL,ILCity1,IL,291,1,1,0,495.4,Healthcare
SHP001423,2025-10-12,2025-10-17,DHL Supply Chain,FTL,GACity3,GA,AZCity1,AZ,1419,6,5,0,1440.5,Industrial
SHP001424,2025-02-19,2025-02-22,Old Dominion,FTL,NJCity2,NJ,CACity1,CA,1034,2,3,1,1932.84,Healthcare
SHP001425,2025-01-11,2025-01-18,AIT Logistics Partner,Intermodal,AZCity2,AZ,GACity1,GA,1218,6,7,1,1874.24,Healthcare
SHP001426,2025-02-01,2025-02-07,Old Dominion,Intermodal,NJCity3,NJ,AZCity3,AZ,1683,5,6,1,2917.6,Industrial
SHP001427,2025-06-03,2025-06-04,DHL Supply Chain,Ground,FLCity3,FL,CACity1,CA,2212,2,1,0,1780.73,Healthcare
SHP001428,2025-07-29,2025-08-01,AIT Logistics Partner,LTL,AZCity1,AZ,CACity3,CA,855,4,3,0,1460.85,Consumer
SHP001429,2025-09-01,2025-09-04,Old Dominion,LTL,NJCity3,NJ,NCCity3,NC,1715,3,3,0,2873.12,Industrial
SHP001430,2025-06-09,2025-06-11,XPO,Air,GACity1,GA,PACity2,PA,1246,2,2,0,1686.27,Healthcare
SHP001431,2025-03-01,2025-03-05,FedEx Freight,LTL,AZCity2,AZ,AZCity2,AZ,1139,3,4,1,1209.38,Healthcare
SHP001432,2025-08-27,2025-09-02,DHL Supply Chain,Air,NJCity3,NJ,ILCity3,IL,393,6,6,0,700.11,Industrial
SHP001433,2025-08-19,2025-08-22,XPO,LTL,FLCity3,FL,TXCity3,TX,127,4,3,0,177.92,Industrial
SHP001434,2025-11-06,2025-11-07,XPO,Ground,ILCity2,IL,AZCity1,AZ,290,2,1,0,262.05,Industrial
SHP001435,2025-05-01,2025-05-07,AIT Logistics Partner,Ground,AZCity1,AZ,ILCity2,IL,651,7,6,0,1114.29,Industrial
SHP001436,2025-12-26,2025-12-29,XPO,Intermodal,PACity2,PA,NJCity1,NJ,2384,2,3,1,3005.87,Consumer
SHP001437,2025-01-05,2025-01-11,XPO,Air,PACity1,PA,GACity1,GA,174,6,6,0,170.91,Healthcare
SHP001438,2025-09-11,2025-09-14,AIT Logistics Partner,Intermodal,GACity2,GA,PACity1,PA,1320,4,3,0,2121.77,Healthcare
SHP001439,2025-08-21,2025-08-23,DHL Supply Chain,Ground,ILCity1,IL,GACity1,GA,668,2,2,0,988.5,Manufacturing
SHP001440,2025-08-16,2025-08-23,DHL Supply Chain,Ground,NJCity3,NJ,PACity1,PA,657,5,7,1,860.75,Manufacturing
SHP001441,2025-06-07,2025-06-12,FedEx Freight,Ground,FLCity1,FL,AZCity3,AZ,1969,3,5,1,3403.53,Industrial
SHP001442,2025-12-04,2025-12-07,UPS Supply Chain,FTL,CACity3,CA,ILCity2,IL,420,3,3,0,554.22,Retail
SHP001443,2025-03-10,2025-03-16,Old Dominion,FTL,OHCity3,OH,CACity3,CA,1743,5,6,1,3157.71,Manufacturing
SHP001444,2025-03-29,2025-04-02,UPS Supply Chain,Ground,AZCity3,AZ,PACity3,PA,1918,5,4,0,2047.43,Consumer
SHP001445,2025-09-21,2025-09-27,AIT Logistics Partner,Intermodal,OHCity2,OH,CACity2,CA,1498,6,6,0,1342.33,Consumer
SHP001446,2025-01-20,2025-01-26,FedEx Freight,Ground,CACity3,CA,GACity1,GA,910,6,6,0,1202.68,Retail
SHP001447,2025-01-22,2025-01-25,Old Dominion,Intermodal,AZCity3,AZ,AZCity2,AZ,1139,4,3,0,1449.78,Retail
SHP001448,2025-07-01,2025-07-02,AIT Logistics Partner,FTL,AZCity2,AZ,PACity2,PA,1611,2,1,0,1869.22,Consumer
SHP001449,2025-11-07,2025-11-09,FedEx Freight,Air,AZCity2,AZ,TXCity1,TX,981,2,2,0,824.59,Retail
SHP001450,2025-10-07,2025-10-12,Old Dominion,LTL,TXCity3,TX,PACity1,PA,882,5,5,0,1492.44,Industrial
SHP001451,2025-05-28,2025-06-03,Old Dominion,Ground,TXCity3,TX,AZCity1,AZ,1501,6,6,0,1754.04,Manufacturing
SHP001452,2025-04-11,2025-04-16,AIT Logistics Partner,Intermodal,CACity2,CA,FLCity3,FL,1952,5,5,0,2550.19,Industrial
SHP001453,2025-11-24,2025-12-01,AIT Logistics Partner,Ground,CACity3,CA,AZCity2,AZ,602,6,7,1,862.33,Manufacturing
SHP001454,2025-07-30,2025-08-03,Old Dominion,Ground,CACity2,CA,NJCity2,NJ,842,5,4,0,1319.34,Industrial
SHP001455,2025-12-21,2025-12-26,FedEx Freight,Intermodal,PACity1,PA,FLCity2,FL,2213,3,5,1,3705.8,Manufacturing
SHP001456,2025-05-27,2025-06-03,UPS Supply Chain,Air,GACity1,GA,NJCity1,NJ,348,7,7,0,468.41,Retail
SHP001457,2025-07-03,2025-07-05,DHL Supply Chain,FTL,NJCity2,NJ,FLCity1,FL,2541,3,2,0,5086.48,Consumer
SHP001458,2025-12-08,2025-12-11,DHL Supply Chain,Intermodal,GACity2,GA,PACity1,PA,1488,3,3,0,3113.05,Manufacturing
SHP001459,2025-11-21,2025-11-27,UPS Supply Chain,Ground,CACity1,CA,ILCity2,IL,2006,4,6,1,1625.85,Retail
SHP001460,2025-01-01,2025-01-08,DHL Supply Chain,Ground,NJCity3,NJ,GACity2,GA,2288,7,7,0,4795.74,Manufacturing
SHP001461,2025-10-19,2025-10-26,FedEx Freight,Intermodal,TXCity3,TX,GACity3,GA,2382,5,7,1,2893.32,Healthcare
SHP001462,2025-04-07,2025-04-10,FedEx Freight,Intermodal,CACity2,CA,PACity2,PA,1795,2,3,1,2412.59,Industrial
SHP001463,2025-05-05,2025-05-09,Old Dominion,Ground,FLCity2,FL,PACity3,PA,1291,4,4,0,2098.11,Consumer
SHP001464,2025-03-29,2025-04-04,FedEx Freight,Ground,AZCity3,AZ,CACity2,CA,1716,6,6,0,1841.22,Healthcare
SHP001465,2025-04-20,2025-04-25,Old Dominion,Ground,CACity3,CA,ILCity1,IL,1392,5,5,0,1510.82,Healthcare
SHP001466,2025-01-01,2025-01-03,Old Dominion,LTL,TXCity2,TX,FLCity1,FL,154,2,2,0,230.63,Retail
SHP001467,2025-12-25,2026-01-02,XPO,LTL,NJCity3,NJ,ILCity2,IL,2591,7,8,1,2863.02,Healthcare
SHP001468,2025-03-21,2025-03-25,AIT Logistics Partner,FTL,NJCity1,NJ,OHCity3,OH,833,2,4,1,1077.98,Retail
SHP001469,2025-02-19,2025-02-23,AIT Logistics Partner,LTL,PACity3,PA,TXCity1,TX,2241,4,4,0,2321.13,Retail
SHP001470,2025-09-30,2025-10-06,AIT Logistics Partner,LTL,OHCity3,OH,NCCity1,NC,637,5,6,1,616.08,Manufacturing
SHP001471,2025-03-19,2025-03-26,DHL Supply Chain,Air,NJCity3,NJ,OHCity1,OH,1631,5,7,1,3355.7,Consumer
SHP001472,2025-02-19,2025-02-25,UPS Supply Chain,Intermodal,FLCity1,FL,NCCity2,NC,950,4,6,1,1841.43,Retail
SHP001473,2025-10-28,2025-10-30,XPO,Ground,NJCity1,NJ,NJCity2,NJ,2029,3,2,0,2933.48,Industrial
SHP001474,2025-06-09,2025-06-11,FedEx Freight,Ground,OHCity2,OH,NCCity3,NC,607,2,2,0,1138.71,Manufacturing
SHP001475,2025-04-02,2025-04-05,DHL Supply Chain,Air,AZCity3,AZ,NJCity2,NJ,2114,3,3,0,3093.34,Industrial
