shipment_id,ship_date,delivery_date,carrier,mode,origin_state,destination_state,distance_miles,promised_days,actual_days,delayed_flag,shipping_cost
SHP03963,2025-02-27,2025-03-04,Old Dominion,FTL,NJ,GA,1786,3,5,1,1773.78
SHP03964,2025-07-16,2025-07-20,XPO,Ground,GA,IL,118,5,4,0,565.27
SHP03965,2025-10-21,2025-10-27,Old Dominion,LTL,GA,NJ,1251,6,6,0,1902.57
SHP03966,2025-09-08,2025-09-12,DHL,LTL,GA,TX,847,5,4,0,1023.72
SHP03967,2025-05-22,2025-05-26,XPO,Air,CA,NJ,743,2,4,1,523.3
SHP03968,2025-06-28,2025-07-02,DHL,Ground,TX,CA,1690,2,4,1,903.8
SHP03969,2025-09-30,2025-10-06,XPO,LTL,CA,NJ,1620,6,6,0,327.56
SHP03970,2025-09-06,2025-09-08,XPO,Air,CA,IL,1707,2,2,0,901.53
SHP03971,2025-08-22,2025-08-27,FedEx,FTL,CA,TX,1947,5,5,0,938.15
SHP03972,2025-09-26,2025-09-29,XPO,Air,TX,NJ,1482,3,3,0,1310.75
SHP03973,2025-09-10,2025-09-17,UPS,LTL,CA,GA,799,7,7,0,1064.99
SHP03974,2025-07-11,2025-07-14,XPO,LTL,CA,IL,896,3,3,0,944.45
SHP03975,2025-09-24,2025-09-27,Old Dominion,Air,IL,NJ,1543,4,3,0,862.34
SHP03976,2025-03-26,2025-04-03,UPS,Ground,CA,CA,1595,6,8,1,1104.85
SHP03977,2025-07-27,2025-07-31,DHL,Ground,GA,TX,565,4,4,0,900.44
SHP03978,2025-02-18,2025-02-25,Old Dominion,FTL,TX,NJ,311,7,7,0,1721.51
SHP03979,2025-11-23,2025-11-28,DHL,FTL,IL,NJ,1558,6,5,0,361.06
SHP03980,2025-02-11,2025-02-16,FedEx,Air,CA,GA,1291,3,5,1,1362.15
SHP03981,2025-06-05,2025-06-08,UPS,Air,IL,TX,651,3,3,0,1351.38
SHP03982,2025-01-10,2025-01-13,DHL,Ground,CA,CA,1132,2,3,1,392.05
SHP03983,2025-01-24,2025-02-01,FedEx,LTL,IL,IL,778,6,8,1,1902.31
SHP03984,2025-07-21,2025-07-29,UPS,Ground,NJ,TX,1192,6,8,1,400.69
SHP03985,2025-10-04,2025-10-12,FedEx,Air,GA,TX,1266,7,8,1,788.4
SHP03986,2025-10-01,2025-10-06,DHL,FTL,TX,GA,903,5,5,0,446.31
SHP03987,2025-06-26,2025-07-04,UPS,Ground,GA,NJ,1927,6,8,1,600.77
SHP03988,2025-04-24,2025-04-30,FedEx,Air,IL,NJ,1404,5,6,1,1072.34
SHP03989,2025-08-01,2025-08-08,FedEx,LTL,TX,GA,1433,5,7,1,1166.13
SHP03990,2025-09-09,2025-09-12,UPS,Ground,IL,NJ,1680,2,3,1,1012.01
SHP03991,2025-06-16,2025-06-22,UPS,LTL,CA,IL,309,6,6,0,1479.56
SHP03992,2025-02-19,2025-02-23,FedEx,Air,NJ,NJ,1462,4,4,0,550.83
SHP03993,2025-04-25,2025-04-26,UPS,FTL,CA,GA,1382,2,1,0,462.29
SHP03994,2025-09-01,2025-09-08,FedEx,FTL,TX,IL,1141,6,7,1,1036.17
SHP03995,2025-03-11,2025-03-17,DHL,FTL,CA,GA,777,6,6,0,1615.2
SHP03996,2025-01-05,2025-01-09,XPO,Air,GA,GA,1135,4,4,0,1902.16
SHP03997,2025-07-26,2025-08-01,XPO,Ground,CA,NJ,1527,4,6,1,1416.8
SHP03998,2025-01-11,2025-01-17,Old Dominion,LTL,IL,TX,773,6,6,0,1586.72
SHP03999,2025-06-19,2025-06-26,FedEx,LTL,NJ,TX,1374,5,7,1,1312.87
SHP04000,2025-01-07,2025-01-15,FedEx,LTL,GA,NJ,100,6,8,1,758.43
SHP04001,2025-12-15,2025-12-21,XPO,LTL,NJ,NJ,1735,5,6,1,1781.55
SHP04002,2025-03-19,2025-03-26,UPS,Ground,IL,GA,1880,6,7,1,1607.01
SHP04003,2025-01-02,2025-01-10,Old Dominion,Air,CA,NJ,1188,6,8,1,1755.74
SHP04004,2025-10-09,2025-10-13,DHL,Ground,NJ,TX,1600,3,4,1,874.67
SHP04005,2025-12-21,2025-12-26,XPO,Ground,NJ,IL,1790,4,5,1,1937.94
SHP04006,2025-05-11,2025-05-14,DHL,LTL,CA,NJ,366,3,3,0,902.41
SHP04007,2025-01-18,2025-01-23,FedEx,LTL,IL,IL,696,3,5,1,850.79
SHP04008,2025-09-30,2025-10-02,XPO,Ground,IL,TX,1723,2,2,0,1967.83
SHP04009,2025-01-31,2025-02-08,XPO,FTL,TX,CA,1480,7,8,1,1277.96
SHP04010,2025-11-06,2025-11-12,UPS,LTL,IL,GA,422,5,6,1,1388.6
SHP04011,2025-09-28,2025-10-02,XPO,Ground,IL,CA,1812,3,4,1,1181.94
SHP04012,2025-11-02,2025-11-05,XPO,Ground,NJ,GA,142,2,3,1,817.39
SHP04013,2025-05-27,2025-06-03,XPO,LTL,CA,CA,1550,6,7,1,1578.41
SHP04014,2025-12-05,2025-12-10,XPO,FTL,CA,CA,692,4,5,1,1100.49
SHP04015,2025-01-30,2025-02-03,DHL,FTL,NJ,IL,1521,4,4,0,1552.61
SHP04016,2025-12-29,2026-01-04,UPS,LTL,IL,CA,1170,4,6,1,1419.03
SHP04017,2025-04-11,2025-04-17,XPO,FTL,NJ,GA,1679,4,6,1,1699.0
SHP04018,2025-03-03,2025-03-09,DHL,Air,NJ,GA,220,6,6,0,1669.07
SHP04019,2025-12-23,2025-12-28,FedEx,LTL,GA,NJ,432,4,5,1,580.39
SHP04020,2025-05-30,2025-06-01,Old Dominion,Air,NJ,GA,533,3,2,0,1782.32
SHP04021,2025-05-23,2025-05-29,Old Dominion,FTL,IL,NJ,1014,6,6,0,935.1
SHP04022,2025-12-31,2026-01-05,DHL,Ground,NJ,CA,1536,4,5,1,393.89
SHP04023,2025-09-10,2025-09-13,DHL,Air,GA,GA,1756,2,3,1,571.12
SHP04024,2025-10-15,2025-10-20,UPS,Air,TX,NJ,1478,6,5,0,848.13
SHP04025,2025-01-06,2025-01-10,DHL,LTL,TX,TX,1520,2,4,1,1496.42
SHP04026,2025-03-27,2025-04-01,DHL,Ground,GA,GA,1988,4,5,1,242.56
SHP04027,2025-05-08,2025-05-16,DHL,FTL,CA,CA,1702,6,8,1,803.67
SHP04028,2025-12-01,2025-12-03,DHL,Ground,NJ,NJ,1762,3,2,0,900.18
SHP04029,2025-04-14,2025-04-21,DHL,FTL,NJ,CA,838,5,7,1,1134.72
SHP04030,2025-03-21,2025-03-29,DHL,Air,CA,CA,1183,6,8,1,1274.59
SHP04031,2025-12-31,2026-01-07,Old Dominion,FTL,NJ,NJ,1887,6,7,1,235.04
SHP04032,2025-11-16,2025-11-19,Old Dominion,FTL,CA,TX,1321,2,3,1,845.73
SHP04033,2025-10-17,2025-10-20,DHL,FTL,TX,CA,1721,2,3,1,1676.39
SHP04034,2025-12-31,2026-01-04,DHL,Ground,CA,NJ,1112,5,4,0,1076.9
SHP04035,2025-03-03,2025-03-05,XPO,FTL,TX,TX,527,3,2,0,1327.69
SHP04036,2025-11-28,2025-12-02,XPO,FTL,TX,NJ,169,5,4,0,820.47
SHP04037,2025-03-25,2025-03-29,DHL,Air,GA,TX,1168,2,4,1,1297.52
SHP04038,2025-10-25,2025-10-28,XPO,Air,CA,NJ,1086,2,3,1,1070.47
SHP04039,2025-06-10,2025-06-15,UPS,FTL,GA,IL,1891,5,5,0,113.04
SHP04040,2025-10-13,2025-10-21,Old Dominion,Ground,CA,GA,1780,6,8,1,1477.9
SHP04041,2025-02-25,2025-03-02,XPO,Ground,GA,GA,719,4,5,1,1572.35
SHP04042,2025-12-18,2025-12-22,UPS,LTL,CA,NJ,1102,2,4,1,1237.55
SHP04043,2025-02-09,2025-02-13,UPS,LTL,GA,TX,838,5,4,0,875.58
SHP04044,2025-05-15,2025-05-22,UPS,Air,GA,NJ,854,5,7,1,855.54
SHP04045,2025-08-03,2025-08-12,DHL,FTL,NJ,IL,509,7,9,1,1761.92
SHP04046,2025-04-18,2025-04-26,DHL,Air,CA,TX,1094,6,8,1,998.09
SHP04047,2025-04-17,2025-04-25,FedEx,Ground,IL,NJ,1471,6,8,1,831.2
SHP04048,2025-01-11,2025-01-14,FedEx,LTL,GA,TX,1426,3,3,0,1090.62
SHP04049,2025-05-15,2025-05-17,DHL,Ground,NJ,TX,101,2,2,0,801.06
SHP04050,2025-01-16,2025-01-22,Old Dominion,Air,GA,IL,306,4,6,1,1794.87
SHP04051,2025-06-08,2025-06-12,DHL,Ground,NJ,IL,1035,2,4,1,1673.38
SHP04052,2025-01-21,2025-01-25,Old Dominion,Ground,GA,CA,1224,4,4,0,1728.34
SHP04053,2025-12-06,2025-12-13,DHL,FTL,GA,GA,295,5,7,1,1676.41
SHP04054,2025-03-11,2025-03-15,UPS,Air,GA,IL,1297,3,4,1,202.97
SHP04055,2025-03-04,2025-03-06,FedEx,Ground,NJ,NJ,794,3,2,0,798.36
SHP04056,2025-08-20,2025-08-23,DHL,Ground,IL,IL,1824,2,3,1,175.99
SHP04057,2025-08-13,2025-08-17,Old Dominion,Ground,CA,NJ,1687,3,4,1,1565.22
SHP04058,2025-02-25,2025-02-27,DHL,Ground,GA,NJ,1616,2,2,0,1763.56
SHP04059,2025-07-27,2025-08-01,Old Dominion,Ground,TX,IL,360,6,5,0,275.35
SHP04060,2025-11-04,2025-11-09,Old Dominion,Air,NJ,GA,1025,6,5,0,663.48
SHP04061,2025-09-15,2025-09-18,FedEx,Air,NJ,NJ,259,4,3,0,1800.43
SHP04062,2025-06-07,2025-06-15,FedEx,FTL,NJ,NJ,1085,7,8,1,1713.35
SHP04063,2025-02-20,2025-02-26,UPS,Air,IL,TX,1010,5,6,1,1264.38
SHP04064,2025-03-17,2025-03-25,DHL,FTL,IL,GA,173,6,8,1,1715.53
SHP04065,2025-05-19,2025-05-25,UPS,LTL,CA,NJ,1873,6,6,0,1202.21
SHP04066,2025-09-16,2025-09-21,FedEx,LTL,NJ,IL,1077,4,5,1,1675.99
SHP04067,2025-09-07,2025-09-14,DHL,FTL,TX,NJ,274,5,7,1,799.86
SHP04068,2025-01-29,2025-02-02,DHL,Ground,CA,TX,1104,3,4,1,1855.72
SHP04069,2025-08-17,2025-08-20,FedEx,FTL,IL,GA,909,4,3,0,1158.98
SHP04070,2025-12-04,2025-12-09,XPO,Air,CA,NJ,1406,5,5,0,789.18
SHP04071,2025-05-25,2025-05-28,FedEx,LTL,CA,IL,138,3,3,0,1774.58
SHP04072,2025-11-16,2025-11-23,UPS,FTL,TX,CA,1427,6,7,1,1728.2
SHP04073,2025-02-23,2025-02-27,DHL,LTL,IL,CA,906,5,4,0,560.8
SHP04074,2025-05-08,2025-05-11,Old Dominion,Air,GA,GA,1696,2,3,1,613.44
SHP04075,2025-07-20,2025-07-28,DHL,Air,NJ,NJ,1839,6,8,1,1755.02
SHP04076,2025-02-05,2025-02-12,XPO,Air,IL,IL,1624,7,7,0,197.95
SHP04077,2025-06-20,2025-06-26,XPO,Ground,TX,NJ,1470,4,6,1,1297.45
SHP04078,2025-02-27,2025-03-06,UPS,Ground,GA,CA,1719,5,7,1,1712.95
SHP04079,2025-12-04,2025-12-08,DHL,Air,IL,CA,1958,4,4,0,1496.06
SHP04080,2025-12-05,2025-12-08,Old Dominion,Air,NJ,NJ,125,4,3,0,1955.13
SHP04081,2025-01-29,2025-02-04,FedEx,FTL,IL,CA,1979,4,6,1,1586.1
SHP04082,2025-08-11,2025-08-16,DHL,FTL,NJ,GA,746,6,5,0,923.29
SHP04083,2025-11-14,2025-11-20,UPS,LTL,CA,GA,1106,4,6,1,1937.96
SHP04084,2025-11-06,2025-11-14,UPS,Air,NJ,IL,256,7,8,1,1410.41
SHP04085,2025-04-08,2025-04-14,XPO,Ground,IL,TX,1376,6,6,0,862.47
SHP04086,2025-03-04,2025-03-09,XPO,Ground,GA,GA,1867,6,5,0,899.12
SHP04087,2025-05-03,2025-05-07,UPS,Air,NJ,CA,1029,3,4,1,583.45
SHP04088,2025-08-06,2025-08-10,XPO,Air,GA,GA,761,5,4,0,378.19
SHP04089,2025-08-03,2025-08-10,UPS,Air,NJ,GA,1490,6,7,1,146.99
SHP04090,2025-12-10,2025-12-12,XPO,LTL,CA,NJ,1200,2,2,0,1682.99
SHP04091,2025-05-30,2025-06-04,Old Dominion,FTL,CA,CA,1449,5,5,0,1497.49
SHP04092,2025-03-08,2025-03-16,FedEx,FTL,CA,GA,430,6,8,1,872.45
SHP04093,2025-05-26,2025-05-29,DHL,Ground,GA,GA,216,4,3,0,277.19
SHP04094,2025-03-06,2025-03-11,DHL,Ground,TX,CA,1761,3,5,1,1634.11
SHP04095,2025-04-11,2025-04-13,XPO,LTL,CA,NJ,1913,3,2,0,1048.59
SHP04096,2025-06-10,2025-06-11,FedEx,Air,GA,CA,756,2,1,0,479.76
SHP04097,2025-04-28,2025-05-06,FedEx,Air,IL,TX,517,7,8,1,1332.42
SHP04098,2025-09-02,2025-09-09,DHL,Air,TX,CA,1172,6,7,1,642.3
SHP04099,2025-06-22,2025-06-29,FedEx,FTL,GA,NJ,880,7,7,0,825.37
SHP04100,2025-03-25,2025-03-30,DHL,FTL,TX,TX,718,3,5,1,1893.96
SHP04101,2025-03-12,2025-03-16,UPS,Ground,CA,IL,1103,2,4,1,817.41
SHP04102,2025-05-29,2025-06-07,UPS,Ground,CA,CA,506,7,9,1,1499.37
SHP04103,2025-12-21,2025-12-24,DHL,FTL,CA,TX,792,3,3,0,1912.56
SHP04104,2025-08-17,2025-08-22,XPO,Ground,GA,IL,1170,3,5,1,1293.82
SHP04105,2025-08-26,2025-09-02,DHL,FTL,NJ,IL,391,6,7,1,1044.73
SHP04106,2025-10-12,2025-10-15,Old Dominion,Ground,NJ,IL,1723,3,3,0,1841.75
SHP04107,2025-01-28,2025-02-03,Old Dominion,LTL,GA,TX,1452,7,6,0,183.38
SHP04108,2025-12-15,2025-12-22,Old Dominion,Ground,CA,TX,1937,5,7,1,346.8
SHP04109,2025-11-18,2025-11-24,DHL,Ground,NJ,NJ,243,6,6,0,446.97
SHP04110,2025-04-03,2025-04-06,UPS,Ground,NJ,IL,821,3,3,0,667.64
SHP04111,2025-09-30,2025-10-06,FedEx,Air,CA,TX,1166,7,6,0,1423.3
SHP04112,2025-09-22,2025-09-27,Old Dominion,Ground,TX,NJ,1600,6,5,0,206.65
SHP04113,2025-04-19,2025-04-21,FedEx,Ground,NJ,GA,1387,2,2,0,1883.23
SHP04114,2025-07-14,2025-07-21,UPS,Air,CA,NJ,1423,7,7,0,1580.69
SHP04115,2025-08-28,2025-08-31,XPO,FTL,IL,NJ,945,2,3,1,171.23
SHP04116,2025-05-20,2025-05-22,UPS,LTL,IL,TX,1412,2,2,0,499.06
SHP04117,2025-11-01,2025-11-10,XPO,LTL,TX,CA,787,7,9,1,387.11
SHP04118,2025-06-28,2025-07-02,XPO,Air,GA,TX,840,3,4,1,1550.01
SHP04119,2025-02-05,2025-02-11,FedEx,Air,TX,GA,1899,5,6,1,1960.06
SHP04120,2025-11-12,2025-11-16,DHL,Air,IL,IL,101,5,4,0,317.28
SHP04121,2025-03-12,2025-03-18,DHL,Air,IL,IL,1066,7,6,0,468.85
SHP04122,2025-10-05,2025-10-13,Old Dominion,FTL,GA,GA,1812,7,8,1,745.64
SHP04123,2025-11-25,2025-11-28,FedEx,Air,TX,CA,899,4,3,0,546.98
SHP04124,2025-03-20,2025-03-28,Old Dominion,Ground,NJ,NJ,1781,7,8,1,679.68
SHP04125,2025-03-17,2025-03-23,FedEx,Air,NJ,TX,1065,7,6,0,1508.62
SHP04126,2025-02-10,2025-02-15,XPO,FTL,NJ,NJ,491,3,5,1,593.92
SHP04127,2025-07-10,2025-07-19,Old Dominion,Air,IL,TX,236,7,9,1,1006.14
SHP04128,2025-06-25,2025-06-29,UPS,FTL,IL,GA,1813,5,4,0,837.44
SHP04129,2025-09-16,2025-09-21,XPO,FTL,GA,GA,528,5,5,0,806.19
SHP04130,2025-03-14,2025-03-19,XPO,FTL,IL,TX,1844,6,5,0,1442.21
SHP04131,2025-06-03,2025-06-12,FedEx,FTL,IL,TX,504,7,9,1,1203.9
SHP04132,2025-05-19,2025-05-22,UPS,FTL,CA,IL,1200,2,3,1,444.8
SHP04133,2025-10-27,2025-10-30,FedEx,LTL,NJ,TX,391,2,3,1,1028.64
SHP04134,2025-09-06,2025-09-08,UPS,Air,IL,GA,946,2,2,0,1518.31
SHP04135,2025-05-17,2025-05-20,UPS,LTL,IL,TX,734,2,3,1,759.74
SHP04136,2025-04-05,2025-04-13,Old Dominion,FTL,TX,NJ,898,6,8,1,1801.12
SHP04137,2025-12-23,2025-12-27,XPO,Air,NJ,CA,1545,3,4,1,1119.5
SHP04138,2025-09-26,2025-10-02,Old Dominion,LTL,CA,GA,430,6,6,0,1989.66
SHP04139,2025-04-24,2025-05-03,UPS,LTL,CA,TX,745,7,9,1,769.15
SHP04140,2025-11-19,2025-11-24,XPO,FTL,IL,NJ,1062,4,5,1,941.61
SHP04141,2025-09-11,2025-09-16,Old Dominion,Ground,CA,NJ,1361,3,5,1,507.71
SHP04142,2025-05-31,2025-06-05,Old Dominion,LTL,CA,NJ,1300,3,5,1,1225.98
SHP04143,2025-08-28,2025-08-30,Old Dominion,FTL,CA,NJ,265,3,2,0,1964.29
SHP04144,2025-05-30,2025-06-04,Old Dominion,LTL,CA,IL,1935,6,5,0,854.06
SHP04145,2025-12-19,2025-12-26,UPS,Air,GA,TX,1208,6,7,1,1676.05
SHP04146,2025-01-31,2025-02-06,XPO,Ground,CA,NJ,1154,7,6,0,1394.55
SHP04147,2025-09-16,2025-09-19,UPS,LTL,GA,GA,1664,2,3,1,184.65
SHP04148,2025-10-31,2025-11-01,DHL,Ground,GA,TX,657,2,1,0,1867.67
SHP04149,2025-10-16,2025-10-23,DHL,LTL,CA,CA,831,7,7,0,170.75
SHP04150,2025-03-02,2025-03-04,FedEx,Ground,GA,IL,1092,3,2,0,971.02
SHP04151,2025-05-18,2025-05-21,Old Dominion,Ground,TX,NJ,574,3,3,0,242.16
SHP04152,2025-01-02,2025-01-05,UPS,Air,IL,IL,1116,4,3,0,1547.05
SHP04153,2025-11-24,2025-11-28,XPO,FTL,NJ,NJ,837,2,4,1,1931.81
SHP04154,2025-10-02,2025-10-05,DHL,Ground,CA,IL,283,4,3,0,471.59
SHP04155,2025-03-28,2025-03-29,DHL,LTL,NJ,NJ,1987,2,1,0,1554.95
SHP04156,2025-08-12,2025-08-14,Old Dominion,LTL,GA,IL,638,2,2,0,1695.57
SHP04157,2025-04-06,2025-04-09,DHL,Ground,GA,IL,1101,3,3,0,1502.12
SHP04158,2025-11-28,2025-12-04,UPS,Air,CA,GA,1252,7,6,0,1933.42
SHP04159,2025-06-23,2025-06-25,XPO,LTL,CA,NJ,1494,2,2,0,1048.84
SHP04160,2025-08-20,2025-08-28,UPS,LTL,CA,CA,1619,6,8,1,598.21
SHP04161,2025-12-29,2026-01-04,UPS,Ground,CA,TX,1107,7,6,0,849.2
SHP04162,2025-03-25,2025-03-30,Old Dominion,Air,NJ,IL,1635,4,5,1,435.58
SHP04163,2025-11-25,2025-12-02,UPS,Ground,GA,CA,1303,6,7,1,1738.39
SHP04164,2025-02-28,2025-03-06,DHL,Ground,TX,GA,1029,4,6,1,830.07
SHP04165,2025-09-18,2025-09-22,XPO,LTL,IL,IL,1765,4,4,0,234.41
SHP04166,2025-01-28,2025-01-31,FedEx,Air,NJ,NJ,606,4,3,0,1308.05
SHP04167,2025-11-11,2025-11-13,FedEx,Ground,CA,IL,1249,3,2,0,802.91
SHP04168,2025-12-15,2025-12-20,FedEx,Air,GA,NJ,367,5,5,0,1766.82
SHP04169,2025-09-10,2025-09-19,DHL,Ground,TX,NJ,960,7,9,1,172.89
SHP04170,2025-05-29,2025-05-30,XPO,Ground,IL,IL,1139,2,1,0,1575.74
SHP04171,2025-05-26,2025-05-30,Old Dominion,Ground,CA,TX,1947,2,4,1,645.94
SHP04172,2025-05-17,2025-05-21,Old Dominion,FTL,IL,GA,772,3,4,1,1181.67
SHP04173,2025-12-21,2025-12-29,UPS,Air,IL,NJ,465,7,8,1,181.91
SHP04174,2025-01-12,2025-01-16,FedEx,Air,NJ,IL,695,4,4,0,1370.31
SHP04175,2025-07-30,2025-08-05,Old Dominion,LTL,TX,IL,989,7,6,0,859.18
SHP04176,2025-09-25,2025-09-29,XPO,Air,NJ,NJ,1811,5,4,0,1065.85
SHP04177,2025-05-18,2025-05-23,Old Dominion,Air,GA,TX,605,3,5,1,1968.19
SHP04178,2025-01-18,2025-01-20,Old Dominion,Ground,GA,GA,171,3,2,0,432.14
SHP04179,2025-06-24,2025-07-01,UPS,Air,TX,CA,1807,5,7,1,572.3
SHP04180,2025-04-25,2025-04-26,DHL,LTL,GA,TX,673,2,1,0,395.15
SHP04181,2025-06-24,2025-06-29,Old Dominion,Ground,GA,GA,531,6,5,0,1551.28
SHP04182,2025-10-07,2025-10-12,XPO,Ground,TX,NJ,1190,3,5,1,1411.68
SHP04183,2025-06-08,2025-06-14,FedEx,Air,IL,TX,1964,5,6,1,1829.07
SHP04184,2025-10-08,2025-10-15,UPS,Air,NJ,GA,744,7,7,0,799.72
SHP04185,2025-03-14,2025-03-17,UPS,FTL,GA,NJ,675,4,3,0,1966.71
SHP04186,2025-09-25,2025-09-28,Old Dominion,LTL,TX,NJ,233,2,3,1,1688.14
SHP04187,2025-06-29,2025-07-07,FedEx,FTL,TX,IL,800,7,8,1,1305.21
SHP04188,2025-12-31,2026-01-02,FedEx,Ground,CA,GA,1920,3,2,0,227.48
SHP04189,2025-09-02,2025-09-07,FedEx,Air,NJ,IL,1243,5,5,0,1337.21
SHP04190,2025-03-28,2025-03-30,FedEx,Air,NJ,CA,523,3,2,0,954.25
SHP04191,2025-03-30,2025-04-04,Old Dominion,Ground,NJ,NJ,1922,5,5,0,1310.81
SHP04192,2025-11-29,2025-12-07,FedEx,Air,GA,CA,1021,6,8,1,958.83
SHP04193,2025-03-19,2025-03-26,XPO,Air,TX,GA,1537,7,7,0,1922.98
SHP04194,2025-01-23,2025-01-31,Old Dominion,Ground,TX,TX,917,7,8,1,1890.17
SHP04195,2025-04-23,2025-04-29,Old Dominion,Ground,IL,IL,118,5,6,1,1706.48
SHP04196,2025-02-05,2025-02-13,FedEx,LTL,GA,NJ,204,6,8,1,1050.59
SHP04197,2025-08-14,2025-08-17,DHL,Ground,GA,TX,821,3,3,0,437.25
SHP04198,2025-07-06,2025-07-09,FedEx,LTL,IL,IL,260,2,3,1,1491.83
SHP04199,2025-02-20,2025-02-26,Old Dominion,Air,GA,NJ,1799,4,6,1,1093.76
SHP04200,2025-03-04,2025-03-11,DHL,FTL,IL,TX,1008,7,7,0,334.52
SHP04201,2025-05-12,2025-05-17,Old Dominion,FTL,GA,NJ,291,6,5,0,1816.1
SHP04202,2025-05-02,2025-05-04,XPO,Air,GA,IL,1259,3,2,0,1136.65
SHP04203,2025-08-16,2025-08-23,UPS,Air,GA,NJ,1120,5,7,1,944.41
SHP04204,2025-01-13,2025-01-19,XPO,FTL,CA,TX,921,5,6,1,1024.48
SHP04205,2025-11-12,2025-11-20,UPS,Ground,IL,GA,139,6,8,1,354.64
SHP04206,2025-08-18,2025-08-25,XPO,FTL,GA,IL,1689,7,7,0,1514.12
SHP04207,2025-08-29,2025-09-06,XPO,FTL,NJ,NJ,1633,6,8,1,1670.85
SHP04208,2025-01-24,2025-01-30,UPS,Ground,CA,IL,455,7,6,0,641.83
SHP04209,2025-07-22,2025-07-27,Old Dominion,LTL,GA,NJ,462,4,5,1,1073.47
SHP04210,2025-03-19,2025-03-25,FedEx,LTL,IL,GA,1321,7,6,0,572.76
SHP04211,2025-05-12,2025-05-18,Old Dominion,Air,IL,TX,899,7,6,0,1477.19
SHP04212,2025-03-31,2025-04-09,UPS,LTL,CA,NJ,746,7,9,1,208.77
SHP04213,2025-06-11,2025-06-15,Old Dominion,Ground,NJ,IL,827,5,4,0,1451.45
SHP04214,2025-02-17,2025-02-21,Old Dominion,Air,CA,GA,1201,2,4,1,1616.73
SHP04215,2025-09-20,2025-09-23,Old Dominion,Air,TX,TX,1866,2,3,1,1618.43
SHP04216,2025-10-07,2025-10-09,DHL,LTL,GA,NJ,1439,2,2,0,1795.39
SHP04217,2025-03-13,2025-03-18,DHL,FTL,TX,CA,186,6,5,0,505.89
SHP04218,2025-07-28,2025-08-04,DHL,FTL,IL,NJ,345,6,7,1,232.0
SHP04219,2025-02-19,2025-02-27,DHL,LTL,TX,GA,1717,6,8,1,973.87
SHP04220,2025-01-25,2025-02-01,DHL,FTL,CA,IL,433,5,7,1,862.7
SHP04221,2025-12-17,2025-12-19,DHL,FTL,GA,IL,520,2,2,0,1521.05
SHP04222,2025-03-27,2025-04-05,XPO,Ground,NJ,TX,380,7,9,1,857.32
SHP04223,2025-07-27,2025-08-01,FedEx,Ground,GA,IL,1148,3,5,1,1558.39
SHP04224,2025-06-11,2025-06-14,FedEx,LTL,NJ,NJ,1075,4,3,0,473.6
SHP04225,2025-01-12,2025-01-18,DHL,Air,TX,GA,1736,6,6,0,1179.79
SHP04226,2025-01-09,2025-01-16,DHL,FTL,CA,CA,1431,5,7,1,399.33
SHP04227,2025-04-18,2025-04-23,FedEx,Air,CA,CA,916,6,5,0,1438.31
SHP04228,2025-04-10,2025-04-17,DHL,Ground,CA,GA,1467,7,7,0,1861.29
SHP04229,2025-01-27,2025-01-30,DHL,Ground,IL,CA,1070,3,3,0,561.16
SHP04230,2025-10-27,2025-11-01,UPS,Air,CA,GA,1448,6,5,0,1473.78
SHP04231,2025-06-23,2025-06-27,FedEx,FTL,TX,TX,687,2,4,1,708.35
SHP04232,2025-05-24,2025-05-31,XPO,Air,GA,TX,1240,6,7,1,1309.7
SHP04233,2025-08-17,2025-08-21,UPS,Ground,CA,GA,1532,2,4,1,622.94
SHP04234,2025-05-17,2025-05-24,FedEx,FTL,IL,TX,1460,6,7,1,553.4
SHP04235,2025-07-01,2025-07-05,UPS,LTL,IL,GA,1546,2,4,1,1464.05
SHP04236,2025-11-17,2025-11-20,XPO,Ground,TX,CA,1416,3,3,0,906.82
SHP04237,2025-05-21,2025-05-24,DHL,Air,IL,IL,623,3,3,0,957.55
SHP04238,2025-07-15,2025-07-20,UPS,Ground,GA,CA,1398,5,5,0,363.94
SHP04239,2025-05-04,2025-05-10,FedEx,FTL,NJ,IL,1484,7,6,0,626.71
SHP04240,2025-10-08,2025-10-13,Old Dominion,FTL,IL,TX,1708,5,5,0,572.46
SHP04241,2025-12-23,2025-12-29,DHL,FTL,TX,NJ,1401,7,6,0,1653.38
SHP04242,2025-09-12,2025-09-20,DHL,LTL,NJ,IL,1020,6,8,1,1749.92
SHP04243,2025-04-05,2025-04-08,XPO,FTL,TX,IL,647,4,3,0,458.06
SHP04244,2025-01-25,2025-02-02,Old Dominion,LTL,GA,NJ,924,6,8,1,1407.98
SHP04245,2025-10-24,2025-10-31,DHL,Ground,GA,NJ,324,6,7,1,1857.22
SHP04246,2025-06-30,2025-07-05,Old Dominion,FTL,TX,GA,481,6,5,0,1813.94
SHP04247,2025-08-14,2025-08-16,UPS,Air,CA,TX,1023,2,2,0,357.59
SHP04248,2025-12-16,2025-12-21,XPO,Air,GA,GA,136,6,5,0,1145.17
SHP04249,2025-02-03,2025-02-08,FedEx,FTL,TX,IL,1434,3,5,1,1631.29
SHP04250,2025-10-16,2025-10-19,DHL,Ground,TX,NJ,1248,3,3,0,1331.14
SHP04251,2025-07-16,2025-07-20,DHL,Ground,NJ,NJ,1465,5,4,0,1104.36
